Argument ID	Text	Labels
C26051	We should open up three-child policy to encourage childbirth. against No matter what the social policy is, the more the society develops, the more free people are, and the more independent women are. The decline in fertility is an inevitable trend.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
C26053	We should open up three-child policy to encourage childbirth. against The people at the Health Planning Commission thought there would be a population explosion after opening up childbirth, but in reality people don't want to have children, whether you restrain them or not.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]
C26062	We should prohibit capital monopoly. against Monopoly profits are the driving force behind technological progress in areas that require significant investment in research and development.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26063	We should prohibit capital monopoly. against Monopolies can sometimes protect the public interest in infrastructure areas such as energy and transportation, which are vital to the livelihood of the nation.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
C26070	We should crack down on unreasonably high incomes. against Individuals cannot be sure that they can continue to have high incomes and that their industry can continue to guarantee high incomes for employees.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26071	We should crack down on unreasonably high incomes. against If the key to an individual's standard of living does not lie in income, then it is useless to simply regulate income.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26076	We should crack down on unreasonably high incomes. against It is more important to raise the income of the lower class in the distribution system and to lower the cost of living of the lower and middle class than to fight against high income.	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26077	We should crack down on unreasonably high incomes. against It is difficult to tax high income earners. After all, high income earners have many sources of income, tax avoidance means, really can not also immigrate. The ordinary middle class has a single source of income, which is basically wages, and is easily taxed.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
C26079	We should ease the education involution. against With a still large graduate base, increasingly high thresholds can only be passed by the top achievers.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26086	We should vigorously develop the countryside. against The city is full of opportunities, it gives outworkers prosperity and convenience, and everyone can live in the city with their own power, and even gradually gain a foothold in the city.	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26088	We should vigorously develop the countryside. against The future of the rural market will certainly be prosperous, but at present it is barren, and the risk of investing in business is still relatively high. This largely limits young people's footsteps.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26091	Carbon emissions trading should be limited. against Since China's reform and opening up, its economy has developed rapidly, and Western countries have taken advantage of the warming climate to limit the issue of carbon emission rights in order to delay China's development.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26092	Carbon emissions trading should be limited. against The main purpose of the World Climate Conference in Copenhagen was to curb the development of late-developing countries, especially China, and to limit the carbon emission rights of developing countries.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
C26095	Carbon emissions trading should be limited. against No one can stop global warming, which is inherently part of the Earth's geological cycle. That's why topics such as reducing CO2 emissions are a false proposition.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
C26098	Carbon emissions trading should be limited. against Setting tough standards on carbon emissions can suppress industrial upgrading in developing countries and prevent them from challenging the monopoly advantage of EU countries in high-end industries.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
