Argument ID	Text	Labels
A01019	[C] We should ban factory farming [/C] [F] [P] factory farming cuts too many health and safety corners as opposed to smaller family farms, this leads to potentially unsafe and unhealthy products. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A01020	[C] We should subsidize journalism [/C] [F] [P] It is important for news organizations to transfer to new forms of media, like the internet, but it is costly and requires subsidization. [/P]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A02003	[C] We should cancel pride parades [/C] [A] [P] there are parades for every group and it is discrimination not to give gays their parade [/P]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]
A02004	[C] We should ban cosmetic surgery for minors [/C] [F] [P] children have not grown and truly formed their adult looks.   cosmetic surgery for a child should be banned until as an adult the child can make a informed choice over their bodies not a whim of a child. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
A02005	[C] We should legalize prostitution [/C] [F] [P] we should legalize prostitution because it will be regulated meaning the females will be safer [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A02006	[C] We should subsidize embryonic stem cell research [/C] [F] [P] embryonic stem cell research should be subsidized because it may lead to the development of treatments for a number of serious medical conditions. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A02007	[C] We should ban algorithmic trading [/C] [F] [P] algorithms may not be 100% accurate and reflect the situation in the real market [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A02008	[C] We should legalize organ trade [/C] [F] [P] We should legalize the organ trade because currently people are punished for obeying the law and not purchasing organs, in the form of longer wait times. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]
A02010	[C] We should legalize cannabis [/C] [A] [P] if you start legalizing drugs it could open up the floodgates for more legalization of dangerous drugs. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A02011	[C] We should fight for the abolition of nuclear weapons [/C] [F] [P] nuclear weapons pose too serious a threat to our world.  we must abolish them now. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
A02012	[C] We should ban telemarketing [/C] [F] [P] telemarketing doesn't differentiate between people who are interested in being called and those who aren't [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
A02013	[C] We should prohibit school prayer [/C] [F] [P] school prayer cannot account for the array of beliefs or non-beliefs students may hold. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A02014	[C] We should abolish the right to keep and bear arms [/C] [A] [P] we should not abolish the right to keep and bear arms as everyone has a right to keep guns as a mean of protection as stated in the constitution. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
A02015	[C] We should ban the Church of Scientology [/C] [F] [P] they are nothing but a cult and manipulate their members [/P]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A02016	[C] We should legalize organ trade [/C] [F] [P] we need more organs than people donate so legalizing it would be a good thing [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A02019	[C] We should prohibit school prayer [/C] [F] [P] School prayer is divisive and requires children to either support religion without question or be treated as different if they do not wish to attend, which marks people out by their differences at an early age. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
A02020	[C] We should subsidize Wikipedia [/C] [A] [P] wikipedia can form biased opinions on topics or misinform the general public and therefore should not be subsidized [/P]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A03001	[C] We should introduce compulsory voting [/C] [F] [P] where compulsory voting exists, in countries like australia, participation rates are the highest in the world. this inevitably leads to more truly representative democracy. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03002	[C] We should legalize prostitution [/C] [A] [P] legalizing prostitution will further demean a woman or man and result in unnecessary violence. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A03003	[C] We should ban the Church of Scientology [/C] [F] [P] there are questions of it's legitimacy and whether it is a cult as well as the fact that members have to pay more to move up the levels thereby leading some to come into financial troubles due to this [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A03004	[C] We should abolish the three-strikes laws [/C] [A] [P] this law keeps communities safe by not letting criminals run rampant with only slaps on the wrist [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A03006	[C] We should legalize cannabis [/C] [F] [P] cannabis has been shown to be safer than alcohol and less addictive.  there is no real reason to keep it an illegal substance. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A03007	[C] We should adopt gender-neutral language [/C] [A] [P] we should not have to change our language to accommodate those who do not adhere to a specific gender [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03008	[C] We should abolish zoos [/C] [F] [P] we should abolish zoos as animals should not be kept in captivity and should be in a natural environment. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A03009	[C] We should ban fast food [/C] [F] [P] fast food is bad for adults and children and causes obesity and the risk of diabetes in many cases. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03010	[C] We should adopt a multi-party system [/C] [F] [P] it would give people more of a choice  and provides someone for every culture to vote for [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03011	[C] We should ban fast food [/C] [F] [P] fast food is bad for our health and we really should ban any of it [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03012	[C] We should stop the development of autonomous cars [/C] [F] [P] autonomous cars will take away the jobs of thousands of people around the world by removing the function of drivers. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A03013	[C] We should subsidize journalism [/C] [F] [P] journalism and free expression of information and exchange of ideas is a basic human right, and subsidizing this would improve its quality and reach. [/P]	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03015	[C] We should cancel pride parades [/C] [F] [P] pride parades create a huge disturbance [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A03016	[C] We should abolish the Olympic Games [/C] [A] [P] Olympic Games should not be banned. They are the tissue that solidify the friendship between nations in the world and a reminder of a peaceful world which should be the world vision [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A03017	[C] We should ban factory farming [/C] [F] [P] factory farms keep animals in tight spaces.  they are forced to live in cages and not allowed to roam as they were meant to. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
A03019	[C] We should abolish capital punishment [/C] [F] [P] capital punishment has been proven ineffective in reducing crime rates. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A04001	[C] We should abolish the right to keep and bear arms [/C] [A] [P] we should not abolish the right to bear arms because the law was set forth by our founding fathers, therefore making it an american right. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A04002	[C] We should subsidize space exploration [/C] [A] [P] there are more important things to spend public funds on such as health care, housing and education. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04003	[C] We should abandon the use of school uniform [/C] [F] [P] School uniforms keep children from being able to express themselves through their clothing choices. [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04004	[C] We should ban human cloning [/C] [F] [P] human cloning is an unnatural act that goes against the laws of nature.  it is too dangerous of an act and is something man should not be tampering with. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A04006	[C] We should cancel pride parades [/C] [F] [P] why should homosexuals have a pride parade?heterosexuals don't have them! [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A04007	[C] We should prohibit school prayer [/C] [A] [P] allowing children to pray and take some quiet time in school can be beneficial for their mental health. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04008	[C] We should adopt a multi-party system [/C] [F] [P] We should adopt a multi-party system as the current two party system does not fit the diverse society that it is supposed to represent. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A04009	[C] We should abolish intellectual property rights [/C] [F] [P] ip rights enable large corporations to have a stranglehold over creators designs and work and should be abolished [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04010	[C] We should subsidize journalism [/C] [A] [P] there are many sectors need subsidizing more than journalism,  journalists already make good money, more money to them will be a waste. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A04011	[C] We should legalize cannabis [/C] [A] [P] cannabis is highly addictive, studies show up to one-in10 users develop dependence over time [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04013	[C] We should adopt gender-neutral language [/C] [A] [P] we should not adopt gender neutral language because were created as male and female [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04014	[C] We should ban whaling [/C] [F] [P] whaling is a barbaric practice that destroys majestic animals [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A04016	[C] We should limit executive compensation [/C] [A] [P] executives deserve the money as they do a stressful and demanding job leading large organizations that hire large number of people. [/P]	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04017	[C] We should adopt a zero-tolerance policy in schools [/C] [A] [P] zero telerance policied do not address underlying causes for the behaviour that is causing the issue [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A04018	[C] We should abandon the use of school uniform [/C] [F] [P] School uniforms are too expensive and many parents can not afford the extra expense. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04020	[C] We should fight for the abolition of nuclear weapons [/C] [F] [P] Nuclear weapons should be abolished because they have to potential to cause so much destruction. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05001	[C] We should abolish intellectual property rights [/C] [F] [P] ideas are free thoughts so it's not fair for one person to profit off of it [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05003	[C] We should end the use of economic sanctions [/C] [F] [P] economic sanctions affect poor people more than governments [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05005	[C] We should ban factory farming [/C] [F] [P] factory farming is bad for the environment and should be banned [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05006	[C] We should legalize organ trade [/C] [F] [P] if we legalize the organ trade we will save lives, by ensuring that more people who need an organ transplant actually get one. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05012	[C] We should subsidize embryonic stem cell research [/C] [F] [P] embryonic stem cell research should be subsidized because it only requires a small amount of cells because of the fast replication rate [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A05013	[C] We should ban private military companies [/C] [F] [P] private military companies could be a danger to our national security because their motives are financial in nature which means they could act in ways that are not in our country's best interest politcally. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05014	[C] We should adopt libertarianism [/C] [F] [P] libertarianism fosters a more equitable and efficient society for all [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05015	[C] We should abolish safe spaces [/C] [F] [P] these are usually located in universities. students need to prepare for the real world and know how to handle conflict. once they leave school they'll have no idea how to handle the constant conflict in life. [/P]	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A05016	[C] We should stop the development of autonomous cars [/C] [A] [P] the use of autonomous cars should result in a substantial reduction in road traffic accidents which currently are largely a result of human error. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A05017	[C] We should ban cosmetic surgery [/C] [F] [P] cosmetic surgery is unnecessary and dangerous. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A05018	[C] We should abolish the Olympic Games [/C] [F] [P] the olympic games cause turmoil and a lot of money. [/P]	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05021	[C] We should legalize cannabis [/C] [F] [P] Legalizing marijuana would lead to a reduction in gang-related drug violence. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05022	[C] We should adopt gender-neutral language [/C] [F] [P] we should adopt gender-neutral language because it avoids offending people with gender stereo-types [/P]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]
A05023	[C] We should ban algorithmic trading [/C] [F] [P] algorithmic trading should be banned as it manipulates the economy to benefit stockholders. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05027	[C] We should ban whaling [/C] [A] [P] There is little difference between the whaling industry  and our farming industries; humans are entitled to hunt animals to eat them and utilize them to our benefit. [/P]	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05028	[C] We should ban the use of child actors [/C] [F] [P] the world of show has proven to be full of vices that in the case of children is very harmful [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A05031	[C] We should limit executive compensation [/C] [F] [P] we should limit executives earnings.  some ceo's get millions of dollars for a salary plus housing, airplanes, and even get a package to leave the company.  all this while average worker could use more. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05033	[C] We should subsidize embryonic stem cell research [/C] [A] [P] this research is very controversial and against many religions [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A05034	[C] We should abolish the three-strikes laws [/C] [F] [P] three is an arbitrary number and may not be appropriate in some instances or for some crimes [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A05036	[C] We should end mandatory retirement [/C] [F] [P] the loss of experience and knowledge from mandatory retirement is costly to businesses [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A05039	[C] We should subsidize student loans [/C] [F] [P] student loans set children up to be valuable citizens and the state should support this [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05040	[C] We should legalize sex selection [/C] [A] [P] we should not do this because other countries like china already did and it caused an epidemic where there is a huge imbalance of males to females which disrupts the population [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05041	[C] We should oppose collectivism [/C] [F] [P] collectivism prevents original thoughts and discourages people from looking for their own ideas [/P]	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05042	[C] We should ban missionary work [/C] [F] [P] missionary work plays on the ignorance of local people to exploit them [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A05044	"[C] We should limit judicial activism [/C] [F] [P] activists judges aren't the ones shaping the laws. they're not ""all"" the people for who the laws are voted for. judicial activism has to be limited to only check for overuse of the power by governments [/P]"	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05045	[C] We should subsidize Wikipedia [/C] [A] [P] subsidizing wikipedia can cause it to provide biased information [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A05047	[C] We should oppose collectivism [/C] [F] [P] treating everyone as a large group unit is not helpful for people who have different individual needs. [/P]	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05048	[C] We should ban fast food [/C] [A] [P] fast food is sometimes the only way poor people can feed their families cheaply. if you ban it then you are taking away someone's only meal. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A05049	[C] We should prohibit school prayer [/C] [F] [P] prayer in schools violates a person's right to follow whatever religion they choose. [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05050	[C] We should introduce compulsory voting [/C] [A] [P] compulsory voting goes against people's liberties and freedoms. [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05052	[C] We should end the use of economic sanctions [/C] [A] [P] economic sanctions can assist in deterring deadly threats against our nation [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05053	[C] We should introduce compulsory voting [/C] [F] [P] compulsory voting makes for more informed voters [/P]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]
A05054	[C] We should adopt libertarianism [/C] [A] [P] there are so many people in the world we all have to appreciate that we need to adopt certain rules and etiquette which everyone follows, if everyone pleased themselves no one would help each other. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
A05057	[C] We should subsidize Wikipedia [/C] [A] [P] subsidizing wikipedia could be a back gateway to some form of governmental control, debasing the validity of the articles and information provided. [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
A05058	[C] We should cancel pride parades [/C] [A] [P] pride parades encourage people to claim the rights and freedoms they are entitled to [/P]	[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05059	[C] We should cancel pride parades [/C] [A] [P] pride parades can show everyone that we tolerate everyone [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A05063	[C] We should ban factory farming [/C] [F] [P] it should be banned so that it doesn't take away our farms and will cause more global warming [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05064	[C] We should abolish zoos [/C] [A] [P] zoos do a lot of conservation work and have successfully bred animals which were on the verge of extinction. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05067	[C] We should ban cosmetic surgery for minors [/C] [F] [P] cosmetic surgery for minors should be banned because they are not finished growing no do they have a mature enough background to make a sound decision towards this procedure. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A05068	[C] We should ban targeted killing [/C] [A] [P] targeted killing should not be banned because it means that dangerous people can be stopped from injuring other people. [/P]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05069	[C] We should adopt a multi-party system [/C] [A] [P] the two-party system is cheaper and easier to operate that any multi-party system [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05070	[C] We should adopt atheism [/C] [F] [P] we should adopt atheism because it would be easier than being religious and having so many different beliefs [/P]	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05071	[C] We should ban human cloning [/C] [F] [P] human cloning should be banned because it allows designer humans to be grown according to the parents wishes. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]
A05073	[C] We should ban whaling [/C] [F] [P] whaling is inhumane and unnecessary and killing the whale population. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05074	[C] We should adopt an austerity regime [/C] [F] [P] an austerity regime will help to reduce the deficit of the country [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A05075	[C] We should adopt an austerity regime [/C] [A] [P] people should not have to endure higher taxes to pay for the government's inefficiency. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A05076	[C] We should subsidize space exploration [/C] [F] [P] there is so much more to explore and learn about space that subsidising space exploration would bring us closer to learning and understanding what is beyond our planet. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05077	[C] We should subsidize journalism [/C] [A] [P] We should not subsidize journalism because there is already sufficient coverage of major issues from different viewpoints without government action. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05080	[C] We should ban telemarketing [/C] [A] [P] We should not ban telemarketing as it it allows people to learn about new products or services from the comfort of their own homes. [/P]	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05081	[C] We should abolish capital punishment [/C] [A] [P] We should not abolish capital punishment because if the criminal done with their time in jail they may commit far more serious crime again because some criminal cannot be rehabilitated [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
A05082	[C] We should ban algorithmic trading [/C] [F] [P] algorithmic trading should be banned because it gives some people an unfair advantage. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
