Argument ID	Text	Labels
C26026	[C] We should ban the trading of virtual currencies. [/C] [A] [P] Virtual currency improves liquidity and improves the efficiency of economic and social commodity circulation. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26027	[C] We should ban the trading of virtual currencies. [/C] [A] [P] Every transaction of virtual currency generated in the blockchain technology Internet cannot be forged, and it will not be manipulated by individuals, so it has a good anti-counterfeiting feature. [/P]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26028	[C] We should ban the trading of virtual currencies. [/C] [A] [P] The trading of virtual currency is secretly named, so as to ensure the privacy protection of his own information content and data information, prevent the leakage of his own data, and improve the safety factor of the system software. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26029	[C] We should protect our privacy in the Internet age. [/C] [F] [P] In the era of IoT sharing economy, because of linking people and people, people and things, and things and things, the probability of the system being exploited and hacked is also increased. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26030	[C] We should protect our privacy in the Internet age. [/C] [F] [P] The leaked personal information will be defrauded by fraud gangs to gain trust and carry out fraudulent activities. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
C26031	[C] We should protect our privacy in the Internet age. [/C] [F] [P] Most people have to rely on centralized information distribution and dissemination platforms to publish information. It is easy to control the output and control of ideology, social ideas and hotspots. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26032	[C] We should protect our privacy in the Internet age. [/C] [F] [P] Extremely serious information asymmetry. It is difficult for individuals to know what information is being collected about them, who is collecting it, and what it is being used for. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26033	[C] We should protect our privacy in the Internet age. [/C] [F] [P] You can barely recover privacy. It's hard to imagine what companies do with personal information, including who they actually sell it to. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
C26034	[C] We should protect our privacy in the Internet age. [/C] [A] [P] Recording precise data of individuals can improve individual lives; recording huge data of groups can optimize resource allocation. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26035	[C] We should protect our privacy in the Internet age. [/C] [F] [P] In the event of a cloud data loss or data breach, the data cannot be recovered. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26036	[C] We should protect our privacy in the Internet age. [/C] [F] [P] Attackers can use their own security-aware enterprise users as a breakthrough to attack from the short end of the barrel, making other enterprise users of the same cloud platform equally dangerous. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
C26037	[C] We should protect our privacy in the Internet age. [/C] [A] [P] The data provided by privacy can be used to analyze user preferences and needs, and can quickly learn about the shortcomings of the product, correspondingly update more business models, and help achieve business improvement. Help companies gain greater competitiveness. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26038	[C] We should protect our privacy in the Internet age. [/C] [A] [P] If the laws and regulations on privacy protection in one region or country are too stringent, it is likely to lead to the transfer of capital to another region or country. [/P]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26039	[C] We should restrict minors from playing online games. [/C] [F] [P] Many teenagers in China use electronic devices to play games as the only entertainment after study. At the same time, the same kind of people in Europe and the United States choose more diverse ways. [/P]	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
C26040	[C] We should restrict minors from playing online games. [/C] [A] [P] Children's addiction to games may not be a problem of games in essence, but a comprehensive problem of family education, children's habits, hobby training and so on. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
C26041	[C] We should restrict minors from playing online games. [/C] [A] [P] Ban them from playing games and they may indulge in short videos on Douyin. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26042	[C] We should restrict minors from playing online games. [/C] [A] [P] Instead of banning games, it might be better to increase young people's awareness of life and society, and to promote self-awareness and active thinking among students. [/P]	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
C26043	[C] We should restrict minors from playing online games. [/C] [F] [P] Students who do not learn well are more likely to indulge in games. They cannot find a sense of accomplishment in real life. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
C26044	[C] We should restrict minors from playing online games. [/C] [A] [P] Rather than restricting minors to play games, parents should set a good example and spend more time with their children. [/P]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
C26045	[C] We should restrict minors from playing online games. [/C] [F] [P] Long-term addiction to online games can change the structure of a child's brain. Imagination, thinking and integration skills are not trained. [/P]	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26046	[C] We should restrict minors from playing online games. [/C] [A] [P] Putting all the blame on the game, demonizing the game, and putting the blame on society can ease parents' anxiety, but it does not help at all. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
C26047	[C] We should restrict minors from playing online games. [/C] [A] [P] Ban games for students and they will not go to play basketball, do sports or learn, but will only turn to more vulgar vulgarization more harmful forms of entertainment. [/P]	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26048	[C] We should open up three-child policy to encourage childbirth. [/C] [A] [P] To solve the fertility problem in the long term, we need to start at the source: for example, giving young people less pressure to work, regulating and stabilizing housing prices and so on. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
C26049	[C] We should open up three-child policy to encourage childbirth. [/C] [A] [P] What people want is the right and freedom to be able to plan their own children. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
C26050	[C] We should open up three-child policy to encourage childbirth. [/C] [A] [P] Other measures such as subsidizing childbirth, reducing the cost of health care and education for the population, and protecting women more from the law and the workplace are more imminent. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
C26051	[C] We should open up three-child policy to encourage childbirth. [/C] [A] [P] No matter what the social policy is, the more the society develops, the more free people are, and the more independent women are. The decline in fertility is an inevitable trend. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
C26052	[C] We should open up three-child policy to encourage childbirth. [/C] [F] [P] The number of births is too small, which affects the overall economic growth. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
C26053	[C] We should open up three-child policy to encourage childbirth. [/C] [A] [P] The people at the Health Planning Commission thought there would be a population explosion after opening up childbirth, but in reality people don't want to have children, whether you restrain them or not. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]
C26054	[C] We should open up three-child policy to encourage childbirth. [/C] [F] [P] China's population structure has gradually become aging and has become a burden for economic growth. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26055	[C] We should open up three-child policy to encourage childbirth. [/C] [F] [P] Class entrenchment and the fading desire of youth to continue to struggle, youth believe that no amount of effort can keep up with the growth of housing prices [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26056	[C] We should prohibit capital monopoly. [/C] [F] [P] Capital monopoly hinders the efficient allocation of resources and causes waste of resources. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26057	[C] We should prohibit capital monopoly. [/C] [F] [P] Capital monopolies distort market prices and undermine fair competition in the market. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
C26058	[C] We should prohibit capital monopoly. [/C] [F] [P] Capital monopolies hinder technological progress and harm consumers' interests. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26059	[C] We should prohibit capital monopoly. [/C] [F] [P] Capital monopoly raises the barrier of entry for other enterprises and hinders the high-quality development of the national economy. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26060	[C] We should prohibit capital monopoly. [/C] [F] [P] The purpose of anti-monopoly is not to combat a few monopolies, but to oppose the abuse of monopoly. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
C26061	[C] We should prohibit capital monopoly. [/C] [F] [P] Anti-capital monopoly prevents operators from abusing their dominant market position. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
C26062	[C] We should prohibit capital monopoly. [/C] [A] [P] Monopoly profits are the driving force behind technological progress in areas that require significant investment in research and development. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26063	[C] We should prohibit capital monopoly. [/C] [A] [P] Monopolies can sometimes protect the public interest in infrastructure areas such as energy and transportation, which are vital to the livelihood of the nation. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
C26064	[C] We should prohibit capital monopoly. [/C] [F] [P] The greatest harm of monopoly lies in the destruction of competition, so that businesses no longer need to care about the feelings of consumers. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
C26065	[C] We should prevent the disorderly expansion of capital. [/C] [F] [P] Capital combined with Internet technology, using asymmetric advantages such uncontrolled expansion, snatching the rice bowls of small businessmen and vendors, has constituted a violation of the basic ethics of society. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26066	[C] We should prevent the disorderly expansion of capital. [/C] [F] [P] Behind each hawker, there is a family at the grassroots of society to support, so that these vendors survive, to prevent the structural division of society between rich and poor. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26067	[C] We should prevent the disorderly expansion of capital. [/C] [F] [P] Capital cannot be allowed to take advantage of the power of science and technology to form a monopoly in this particular field, allowing millions of hawkers to have their rice bowls taken away. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26068	[C] We should prevent the disorderly expansion of capital. [/C] [F] [P] The means by which the giants seized the market was essentially by selling below cost, which is unfair competition, and then using their monopoly position to raise prices, which is divorced from the intent of a market economy. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
C26069	[C] We should crack down on unreasonably high incomes. [/C] [F] [P] Strengthen the regulation and adjustment of high income, protect legitimate income according to law, reasonably adjust excessive income, and encourage high-income people and enterprises to give more back to society. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
C26070	[C] We should crack down on unreasonably high incomes. [/C] [A] [P] Individuals cannot be sure that they can continue to have high incomes and that their industry can continue to guarantee high incomes for employees. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26071	[C] We should crack down on unreasonably high incomes. [/C] [A] [P] If the key to an individual's standard of living does not lie in income, then it is useless to simply regulate income. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26072	[C] We should crack down on unreasonably high incomes. [/C] [F] [P] Rich people take advantage of the assets in their hands to harvest the wealth of the general public. Transfer the gold to themselves and leave the bubble to others. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
C26073	[C] We should crack down on unreasonably high incomes. [/C] [F] [P] The rich use the wealth in their hands to build a network of interests to continuously strengthen and consolidate their own interests. Blocking others' class upward path. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26074	[C] We should crack down on unreasonably high incomes. [/C] [F] [P] Regulate excessive income, consistent with common prosperity. Common prosperity is the prosperity of all the people, the people's material and spiritual life are rich, to promote common prosperity in stages. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26075	[C] We should crack down on unreasonably high incomes. [/C] [F] [P] The implementation of property taxes, taxes on the rich, capital gains taxes, asset transfer taxes, etc. The fundamental factor leading to the disparity between the rich and the poor in the past decades is not the pay gap, but the gap brought about by the growth of capital investment. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
C26076	[C] We should crack down on unreasonably high incomes. [/C] [A] [P] It is more important to raise the income of the lower class in the distribution system and to lower the cost of living of the lower and middle class than to fight against high income. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26077	[C] We should crack down on unreasonably high incomes. [/C] [A] [P] It is difficult to tax high income earners. After all, high income earners have many sources of income, tax avoidance means, really can not also immigrate. The ordinary middle class has a single source of income, which is basically wages, and is easily taxed. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
C26078	"[C] We should ease the education involution. [/C] [F] [P] A society's value of education should not remain ""score-only"" and ""testing-only"". [/P]"	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
C26079	[C] We should ease the education involution. [/C] [A] [P] With a still large graduate base, increasingly high thresholds can only be passed by the top achievers. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26080	[C] We should ease the education involution. [/C] [F] [P] Parents play an important role in the education in-volume, and parents with insufficient determination can easily be held hostage by the general environment and bring anxiety to their children, causing a vicious cycle. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]
C26081	"[C] We should ease the education involution. [/C] [F] [P] The most fundamental thing is to improve the basic educational literacy of parents and advocate the educational concept of ""how to be a good person is more important than success and happiness is more important than success"". [/P]"	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]
C26082	[C] We should ease the education involution. [/C] [F] [P] Parents' overwhelming fear-dominated anxiety is the greatest enemy of education; the intent of education should be to make a person become a better version of himself. [/P]	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26083	[C] We should ease the education involution. [/C] [F] [P] The overall test-taking ability of students has improved, but the top stream universities and other quality educational resources have not increased proportionally. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26084	[C] We should vigorously develop the countryside. [/C] [F] [P] The gap between rural and urban areas is getting bigger and bigger, and the result is that the countryside is deserted, a lot of land is barren, and China's arable land is decreasing. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
C26085	[C] We should vigorously develop the countryside. [/C] [F] [P] The gap between urban and rural areas must be narrowed, or social conflicts will intensify. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
C26086	[C] We should vigorously develop the countryside. [/C] [A] [P] The city is full of opportunities, it gives outworkers prosperity and convenience, and everyone can live in the city with their own power, and even gradually gain a foothold in the city. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26087	[C] We should vigorously develop the countryside. [/C] [F] [P] Unemployment and urbanization when combined are slums and instability, so the rural areas need to be allowed to absorb the unemployed. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
C26088	[C] We should vigorously develop the countryside. [/C] [A] [P] The future of the rural market will certainly be prosperous, but at present it is barren, and the risk of investing in business is still relatively high. This largely limits young people's footsteps. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26089	[C] We should vigorously develop the countryside. [/C] [F] [P] In this field of food we can not be subject to others, even if imported food is cheaper, we can not rely on imports, but to vigorously develop our own level of agriculturalization. [/P]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26090	[C] We should vigorously develop the countryside. [/C] [F] [P] There is a lack of employment opportunities in rural areas, as well as inadequate education, medical care and infrastructure. Therefore, we must vigorously develop the rural revitalization strategy and related industries, so that young people can return to rural areas. [/P]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26091	[C] Carbon emissions trading should be limited. [/C] [A] [P] Since China's reform and opening up, its economy has developed rapidly, and Western countries have taken advantage of the warming climate to limit the issue of carbon emission rights in order to delay China's development. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
C26092	[C] Carbon emissions trading should be limited. [/C] [A] [P] The main purpose of the World Climate Conference in Copenhagen was to curb the development of late-developing countries, especially China, and to limit the carbon emission rights of developing countries. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
C26093	[C] Carbon emissions trading should be limited. [/C] [F] [P] Climate change is a global issue facing mankind, and with carbon dioxide emissions from all countries, greenhouse gases are surging, posing a threat to life systems. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
C26094	[C] Carbon emissions trading should be limited. [/C] [F] [P] China's processing capacity is increasing, while carbon emissions are accelerating. The development of a low-carbon economy and the reshaping of the energy system have important security implications. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]
C26095	[C] Carbon emissions trading should be limited. [/C] [A] [P] No one can stop global warming, which is inherently part of the Earth's geological cycle. That's why topics such as reducing CO2 emissions are a false proposition. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
C26096	[C] Carbon emissions trading should be limited. [/C] [F] [P] To reduce carbon emissions, first of all, the country will close many heavy polluting enterprises. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]
C26097	[C] Carbon emissions trading should be limited. [/C] [F] [P] The national reduction of carbon emissions will pull the transformation of the entire national energy structure. [/P]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]
C26098	[C] Carbon emissions trading should be limited. [/C] [A] [P] Setting tough standards on carbon emissions can suppress industrial upgrading in developing countries and prevent them from challenging the monopoly advantage of EU countries in high-end industries. [/P]	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
