Argument ID	Text	Labels
A02016	we need more organs than people donate so legalizing it would be a good thing so We should legalize organ trade	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A02019	School prayer is divisive and requires children to either support religion without question or be treated as different if they do not wish to attend, which marks people out by their differences at an early age. so We should prohibit school prayer	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
A02020	wikipedia can form biased opinions on topics or misinform the general public and therefore should not be subsidized but We should subsidize Wikipedia	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A03001	where compulsory voting exists, in countries like australia, participation rates are the highest in the world. this inevitably leads to more truly representative democracy. so We should introduce compulsory voting	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03002	legalizing prostitution will further demean a woman or man and result in unnecessary violence. but We should legalize prostitution	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A03003	there are questions of it's legitimacy and whether it is a cult as well as the fact that members have to pay more to move up the levels thereby leading some to come into financial troubles due to this so We should ban the Church of Scientology	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A03004	this law keeps communities safe by not letting criminals run rampant with only slaps on the wrist but We should abolish the three-strikes laws	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A03006	cannabis has been shown to be safer than alcohol and less addictive.  there is no real reason to keep it an illegal substance. so We should legalize cannabis	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A03007	we should not have to change our language to accommodate those who do not adhere to a specific gender but We should adopt gender-neutral language	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03008	we should abolish zoos as animals should not be kept in captivity and should be in a natural environment. so We should abolish zoos	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A03009	fast food is bad for adults and children and causes obesity and the risk of diabetes in many cases. so We should ban fast food	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03010	it would give people more of a choice  and provides someone for every culture to vote for so We should adopt a multi-party system	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03011	fast food is bad for our health and we really should ban any of it so We should ban fast food	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03012	autonomous cars will take away the jobs of thousands of people around the world by removing the function of drivers. so We should stop the development of autonomous cars	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A03013	journalism and free expression of information and exchange of ideas is a basic human right, and subsidizing this would improve its quality and reach. so We should subsidize journalism	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A03015	pride parades create a huge disturbance so We should cancel pride parades	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A03016	Olympic Games should not be banned. They are the tissue that solidify the friendship between nations in the world and a reminder of a peaceful world which should be the world vision but We should abolish the Olympic Games	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A03017	factory farms keep animals in tight spaces.  they are forced to live in cages and not allowed to roam as they were meant to. so We should ban factory farming	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
A03019	capital punishment has been proven ineffective in reducing crime rates. so We should abolish capital punishment	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A04001	we should not abolish the right to bear arms because the law was set forth by our founding fathers, therefore making it an american right. but We should abolish the right to keep and bear arms	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A04002	there are more important things to spend public funds on such as health care, housing and education. but We should subsidize space exploration	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04003	School uniforms keep children from being able to express themselves through their clothing choices. so We should abandon the use of school uniform	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04004	human cloning is an unnatural act that goes against the laws of nature.  it is too dangerous of an act and is something man should not be tampering with. so We should ban human cloning	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A04006	why should homosexuals have a pride parade?heterosexuals don't have them! so We should cancel pride parades	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A04007	allowing children to pray and take some quiet time in school can be beneficial for their mental health. but We should prohibit school prayer	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04008	We should adopt a multi-party system as the current two party system does not fit the diverse society that it is supposed to represent. so We should adopt a multi-party system	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A04009	ip rights enable large corporations to have a stranglehold over creators designs and work and should be abolished so We should abolish intellectual property rights	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04010	there are many sectors need subsidizing more than journalism,  journalists already make good money, more money to them will be a waste. but We should subsidize journalism	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A04011	cannabis is highly addictive, studies show up to one-in10 users develop dependence over time but We should legalize cannabis	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04013	we should not adopt gender neutral language because were created as male and female but We should adopt gender-neutral language	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04014	whaling is a barbaric practice that destroys majestic animals so We should ban whaling	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A04016	executives deserve the money as they do a stressful and demanding job leading large organizations that hire large number of people. but We should limit executive compensation	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04017	zero telerance policied do not address underlying causes for the behaviour that is causing the issue but We should adopt a zero-tolerance policy in schools	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A04018	School uniforms are too expensive and many parents can not afford the extra expense. so We should abandon the use of school uniform	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A04020	Nuclear weapons should be abolished because they have to potential to cause so much destruction. so We should fight for the abolition of nuclear weapons	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05001	ideas are free thoughts so it's not fair for one person to profit off of it so We should abolish intellectual property rights	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05003	economic sanctions affect poor people more than governments so We should end the use of economic sanctions	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05005	factory farming is bad for the environment and should be banned so We should ban factory farming	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05006	if we legalize the organ trade we will save lives, by ensuring that more people who need an organ transplant actually get one. so We should legalize organ trade	[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05012	embryonic stem cell research should be subsidized because it only requires a small amount of cells because of the fast replication rate so We should subsidize embryonic stem cell research	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A05013	private military companies could be a danger to our national security because their motives are financial in nature which means they could act in ways that are not in our country's best interest politcally. so We should ban private military companies	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05014	libertarianism fosters a more equitable and efficient society for all so We should adopt libertarianism	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05015	these are usually located in universities. students need to prepare for the real world and know how to handle conflict. once they leave school they'll have no idea how to handle the constant conflict in life. so We should abolish safe spaces	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A05016	the use of autonomous cars should result in a substantial reduction in road traffic accidents which currently are largely a result of human error. but We should stop the development of autonomous cars	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A05017	cosmetic surgery is unnecessary and dangerous. so We should ban cosmetic surgery	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A05018	the olympic games cause turmoil and a lot of money. so We should abolish the Olympic Games	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05021	Legalizing marijuana would lead to a reduction in gang-related drug violence. so We should legalize cannabis	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05022	we should adopt gender-neutral language because it avoids offending people with gender stereo-types so We should adopt gender-neutral language	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]
A05023	algorithmic trading should be banned as it manipulates the economy to benefit stockholders. so We should ban algorithmic trading	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05027	There is little difference between the whaling industry  and our farming industries; humans are entitled to hunt animals to eat them and utilize them to our benefit. but We should ban whaling	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05028	the world of show has proven to be full of vices that in the case of children is very harmful so We should ban the use of child actors	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A05031	we should limit executives earnings.  some ceo's get millions of dollars for a salary plus housing, airplanes, and even get a package to leave the company.  all this while average worker could use more. so We should limit executive compensation	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05033	this research is very controversial and against many religions but We should subsidize embryonic stem cell research	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A05034	three is an arbitrary number and may not be appropriate in some instances or for some crimes so We should abolish the three-strikes laws	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A05036	the loss of experience and knowledge from mandatory retirement is costly to businesses so We should end mandatory retirement	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A05039	student loans set children up to be valuable citizens and the state should support this so We should subsidize student loans	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05040	we should not do this because other countries like china already did and it caused an epidemic where there is a huge imbalance of males to females which disrupts the population but We should legalize sex selection	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05041	collectivism prevents original thoughts and discourages people from looking for their own ideas so We should oppose collectivism	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05042	missionary work plays on the ignorance of local people to exploit them so We should ban missionary work	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A05044	"activists judges aren't the ones shaping the laws. they're not ""all"" the people for who the laws are voted for. judicial activism has to be limited to only check for overuse of the power by governments so We should limit judicial activism"	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05045	subsidizing wikipedia can cause it to provide biased information but We should subsidize Wikipedia	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A05047	treating everyone as a large group unit is not helpful for people who have different individual needs. so We should oppose collectivism	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05048	fast food is sometimes the only way poor people can feed their families cheaply. if you ban it then you are taking away someone's only meal. but We should ban fast food	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A05049	prayer in schools violates a person's right to follow whatever religion they choose. so We should prohibit school prayer	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05050	compulsory voting goes against people's liberties and freedoms. but We should introduce compulsory voting	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05052	economic sanctions can assist in deterring deadly threats against our nation but We should end the use of economic sanctions	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05053	compulsory voting makes for more informed voters so We should introduce compulsory voting	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]
A05054	there are so many people in the world we all have to appreciate that we need to adopt certain rules and etiquette which everyone follows, if everyone pleased themselves no one would help each other. but We should adopt libertarianism	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
A05057	subsidizing wikipedia could be a back gateway to some form of governmental control, debasing the validity of the articles and information provided. but We should subsidize Wikipedia	[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
A05058	pride parades encourage people to claim the rights and freedoms they are entitled to but We should cancel pride parades	[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05059	pride parades can show everyone that we tolerate everyone but We should cancel pride parades	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A05063	it should be banned so that it doesn't take away our farms and will cause more global warming so We should ban factory farming	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05064	zoos do a lot of conservation work and have successfully bred animals which were on the verge of extinction. but We should abolish zoos	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05067	cosmetic surgery for minors should be banned because they are not finished growing no do they have a mature enough background to make a sound decision towards this procedure. so We should ban cosmetic surgery for minors	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A05068	targeted killing should not be banned because it means that dangerous people can be stopped from injuring other people. but We should ban targeted killing	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05069	the two-party system is cheaper and easier to operate that any multi-party system but We should adopt a multi-party system	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05070	we should adopt atheism because it would be easier than being religious and having so many different beliefs so We should adopt atheism	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05071	human cloning should be banned because it allows designer humans to be grown according to the parents wishes. so We should ban human cloning	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]
A05073	whaling is inhumane and unnecessary and killing the whale population. so We should ban whaling	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
A05074	an austerity regime will help to reduce the deficit of the country so We should adopt an austerity regime	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A05075	people should not have to endure higher taxes to pay for the government's inefficiency. but We should adopt an austerity regime	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
A05076	there is so much more to explore and learn about space that subsidising space exploration would bring us closer to learning and understanding what is beyond our planet. so We should subsidize space exploration	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05077	We should not subsidize journalism because there is already sufficient coverage of major issues from different viewpoints without government action. but We should subsidize journalism	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05080	We should not ban telemarketing as it it allows people to learn about new products or services from the comfort of their own homes. but We should ban telemarketing	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05081	We should not abolish capital punishment because if the criminal done with their time in jail they may commit far more serious crime again because some criminal cannot be rehabilitated but We should abolish capital punishment	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
A05082	algorithmic trading should be banned because it gives some people an unfair advantage. so We should ban algorithmic trading	[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05083	legalising prostitution will ensure the safety of both the sex trade worker and client so We should legalize prostitution	[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05086	telemarketing is intrusive, annoying and violates privacy so We should ban telemarketing	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
A05087	We should end mandatory retirement because it removes people who are knowledgeable and skilled from jobs that they are good at. so We should end mandatory retirement	[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05088	if you are not required to wear a uniform, you are free to choose clothing styles that are more favorable to your body type and coloring, which allows you to look your best so We should abandon the use of school uniform	[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05089	missionary work is beneficial for those receiving aid. but We should ban missionary work	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A05090	forcing children into wearing school uniforms shows our children that they cannot think as individuals and must conform to societies way of thinking. so We should abandon the use of school uniform	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05091	Nuclear weapons can bring about a certain level of respect but We should fight for the abolition of nuclear weapons	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05092	scientology is actually a wealthy cult and members are abused physically and financially. so We should ban the Church of Scientology	[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05093	child actors lose the sense of a proper childhood. so We should ban the use of child actors	[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A05095	we need the three strikes as a deterrent but We should abolish the three-strikes laws	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A05096	a non-denominational school prayer is about as bad as reciting the pledge of allegiance in school, and should be allowed. but We should prohibit school prayer	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05097	children need to learn boundaries and consequences for their actions. they learn faster if there is immediate repercussions than if you let them do it over and over again. so We should adopt a zero-tolerance policy in schools	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A05098	We should not limit executive compensation as they should get the salary equal to their contribution to the organisation. but We should limit executive compensation	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A05099	it will decrease the number of crimes and violence on the streets so We should abolish the right to keep and bear arms	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A06002	economic sanctions are often a proportional punishment but We should end the use of economic sanctions	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A06003	autonomous cars are prohibitively expensive so We should stop the development of autonomous cars	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A06004	school uniforms cost a lot and might not be affordable for everyone so We should abandon the use of school uniform	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
